▼sharp心
監獄살이
監獄身世
監獄行
減員
감자綠末
감자湯
感電
感電되다
減點
感情
憾情
鑑定
鑑定士
憾情싸움
感情的
甘酒
感知
感知器
感之德之
感知하다
疳疾나다
監察
感天
甘草
感觸
減縮
感歎
感歎文
感歎詞
感歎스럽다
感歎하다
感歎形
減退
減退하다
勘하다
減하다
敢行
敢行하다
感化
感化되다
感懷
感興
敢히
匣
甲
甲殼類
甲勤稅
甲論乙駁
甲富
甲狀샘
甲申政變
甲午改革
甲옷
甲乙
甲寅字
甲子
甲질
甲板
甲板長
江
強punch
強shoot하다
江가
強姦
剛健體
剛健하다
強健하다
強硬論
強硬派
剛勁하다
強硬하다
講究하다
強國
強勸
江기슭
江南
康年
康寧殿
剛斷
講壇
講堂
強大國
強大國家
強大하다
強度
強盜
江도래
強盜질
講讀
江둑
江둑길
強力
強力犯
強力하다
強力히
剛烈하다
強烈하다
強烈히
綱領
講論
江陵
強賣되다
強賣하다
江물
江바닥
江바람
強迫
江邊
江邊道路
襁褓
降伏
降伏하다
講師
講師陣
絳紗袍
江山
降雪量
強盛하다
強勢
強速球
降水量
降水日
講習
講習料
講習班
講習生
講習所
講習會
強壓
降壓되다
強壓的
強弱
江어귀
講演
講演場
講演하다
講演會
強要
強要받다
強要하다
降雨量
江原道
講義
講義室
剛毅하다
講義하다
強靭하다
強者
強敵
強占
強點
強占期
強占하다
強制
強制性
強制的
強調
強調되다
強調하다
講座
江줄기
江中
剛直하다
降職하다
強震
鋼鐵
鋼鐵板
強추위
強打
強打하다
強奪
強奪되다
強奪者
強奪하다
疆土
薑板
鋼板
強風
降下
剛하다
強하다
強行
強行軍
強行되다
強行하다
江湖
強豪
講和
強化
江華島
強化되다
講和하다
強化하다
個
改嫁
改閣
改刻하다
開墾
開墾者
開墾地
開墾하다
開講
開講하다
個個
個個人
開京
개苦生
皆骨山
改過遷善
槪觀
開館
開館式
開校
開校紀念日
開校式
開校日
改敎하다
開校하다
個國
開國
開局
皆勤
皆勤賞
皆勤하다
個年
槪念
開途國
개똥哲學
改良
改良되다
改良式
改良아궁이
改良種
改良하다
蓋馬高原
開幕
開幕되다
開幕式
개머리板
改名
開發
開發되다
開發力
開發하다
開放
開放되다
開放的
開放하다
開闢
開闢하다
個別
個別性
個別的
開封
開封館
開封되다
凱旋
改善
凱旋歌
改善되다
凱旋門
凱旋하다
改善하다
開設
開設하다
個性
開城
開城商人
個性的
個數
改修
개수臺
開始
開示
開始하다
開市하다
改新敎
開業
開業하다
蓋然性
槪要
開園
開院
開院式
個月
介意하다
個人
個人taxi
個人技
個人別
個人的
個人展
個人戰
個人主義
個人差
個人行動
介入
介入되다
介入하다
改作
開場
開店
改定
改正
改正되다
改訂版
改定하다
改正하다
改造
改造하다
改宗
개粥
個中
改札
改札口
開創하다
開拓
開拓되다
開拓者
開拓하다
개川
개川가
開天節
個體
開催
開催權
開催되다
開催地
開催하다
改築
改稱하다
慨歎
慨歎하다
開通
開通되다
開通하다
改編
改編하다
開閉
改廢되다
改票
開票
開票區
開票所
改票하다
開票하다
開學
開學式
開學하다
開港
改憲
改憲案
改革
改革하다
開化
開花
開化期
開花期
開化되다
開花되다
開化思想
開化派
改化하다
開化하다
開花하다
開會
開會辭
開會式
開會하다
客
客觀
客觀性
客觀式
客觀的
客氣
客死
客席
客船
客室
客主
客主집
客地
客車
坑
坑道
坑木
醵出
居間
巨軀
擧國的
巨金
巨大
巨大하다
擧動
擧動하다
巨頭
去頭截尾하다
去來
去來되다
去來日
去來處
去來하다
擧論
擧論되다
擧論하다
居留民
거름氣
거름網
거름桶
距離
距離感
倨慢
倨慢하다
巨木
巨文島
巨物
拒否
拒否感
拒否權
拒否하다
거북船
擧事
巨商
擧手
擧手敬禮
擧手機
擧手投票
擧式
居室
巨額
拒逆
拒逆하다
거울像
巨人
巨人國
巨人的
巨匠
拒絕
拒絕하다
據點
巨濟島
居住
居住民
居住者
居住地
居住하다
擧重器
巨刹
巨創하다
居處
居處하다
去就
巨浸
巨砲
거품器
去皮
擧行
擧行되다
擧行하다
件
健康
健康美
健康食
健康食品
健剛하다
健康하다
健康히
件件이
乾坤坎離
乾卦
建國
建國하다
乾期
건너便
건넌房
건넛房
乾達
乾達牌
建立
建立되다
建立하다
健忘症
建物
鍵盤
乾杯
乾杯하다
乾빵
建設
建設되다
建設費
建設業
建設業者
建設的
建設하다
乾性
件數
健實하다
健兒
乾魚物
建議
建議書
建議하다
健壯하다
乾材
健在하다
乾電池
健全하다
健全히
乾燥
建造
乾燥期
乾燥機
乾燥臺
乾燥場
乾燥劑
乾燥體
乾燥하다
建造하다
乾草
建築
建築家
建築되다
建築物
建築美
建築士
建築術
建築業
建築하다
建築學
健鬪
建坪
乾葡萄
걸床
乞食
乞神
乞人
傑作
劍
劍客
檢擧
檢擧하다
劍道
檢問
檢問所
檢問하다
檢事
檢査
檢絲器
檢査料
檢査制
檢査畢
檢査하다
檢算
檢算하다
檢索
檢索語
檢索窓
檢索하다
儉素
儉素하다
劍術
檢屍
檢屍하다
儉約
檢疫
檢疫所
檢閱
檢閱하다
검은色
檢印
檢認定
檢定
檢定考試
檢證
檢證하다
검指
檢診
檢診하다
檢察
檢察廳
檢出
檢出되다
檢出하다
檢針
檢針하다
檢討
檢討하다
怯
怯나다
怯懦하다
怯내다
怯먹다
怯쟁이
怯주다
겉面
겉模樣
겉封
겉封套
겉張
겉表紙
揭示
揭示되다
揭示文
揭示物
揭示板
揭示하다
揭揚
揭揚臺
揭揚되다
揭揚하다
게醬
揭載
揭載되다
揭載하다
겨냥圖
格
激減
激減하다
格納庫
激怒
激突
激突하다
激動
激動期
激動하다
激浪
激勵
激勵金
激勵文
激勵辭
激勵하다
激烈하다
隔離
隔離되다
隔離하다
擊蒙要訣
檄文
激變
激忿
激忿하다
隔世之感
格式
激甚하다
激昂되다
格言
隔月
激音
隔日
格子
激戰
激戰地
激情
激情的
格調
隔週
激增
隔差
激讚
激讚하다
擊墜
擊墜하다
擊沈
擊沈하다
擊退
擊退하다
格鬪
激鬪
格鬪技
格鬪하다
擊破
擊破하다
激하다
隔하다
格下되다
堅固하다
堅果
見聞
見物生心
見本
見本品
見性하다
見識
牽牛
牽牛織女
牽引
牽引車
見積
牽制
牽制하다
絹織物
見學
見學團
見學하다
見解
結果
結果物
結果的
結局
缺勤
缺勤하다
決斷
決斷力
決斷코
決斷하다
決裂
決裂되다
缺禮
結論
結論的
結論짓다
結膜炎
結末
決明子
結尾
結縛
結縛되다
結縛하다
潔白
潔白하다
潔癖症
訣別
訣別하다
結付
結付되다
結氷
決死
結社
決死隊
決死的
決算
決算書
決算하다
缺席
缺席生
缺席하다
決選
結成
結成되다
結成하다
結束
結束力
結束하다
缺損
決勝
決勝線
決勝戰
決勝點
缺食
缺食兒童
結實
決心
決心하다
缺如
缺如되다
結緣
決然하다
缺員
決意
決議
決議文
決議案
決意하다
決議하다
決裁
決戰
缺點
決定
結晶
決定權
決定되다
決定的
決定짓다
結晶體
決定打
決定하다
決濟
決코
結託하다
決鬪
決判
決判나다
決判내다
缺乏
缺乏되다
缺乏症
缺陷
結合
結合되다
結合하다
缺航
結核
決行
結婚
結婚紀念日
結婚半指
結婚寫眞
結婚相談所
結婚式
結婚式場
結婚하다
兼
兼備하다
兼事兼事
兼床
謙遜
謙遜하다
謙遜히
謙讓
慊然쩍다
兼用
兼用하다
兼職하다
兼하다
謙虛하다
겹慶事
겹낫標
겹査頓
京
卿
經
警覺心
輕擧妄動
輕擧妄動하다
勁健하다
敬虔하다
境界
經界
警戒
警戒網
境界線
警戒心
警戒하다
警告
警告文
警告하다
輕工業
經過
景觀
警官
經國大典
景氣
競技
驚氣
京畿道
輕騎兵
競技者
競技場
驚氣하다
輕金屬
慶南
境內
更年期
瓊團
鏡臺
硬度
經度
輕量
輕量級
經歷
痙攣
敬禮
敬禮하다
敬老
經路
敬老堂
敬老思想
敬老席
敬老잔치
經綸
經理
競馬
競馬場
輕妄스럽다
競賣
輕蔑
輕蔑하다
輕薄하다
敬拜
輕犯罪
競步
警報
警報器
警報音
景福宮
京釜線
慶北
經費
警備
警備隊
警備船
警備室
警備員
警備艇
警備하다
輕飛行機
傾斜
慶事
傾斜路
傾斜面
慶事스럽다
傾斜지다
經常
輕傷
慶尙南道
慶尙道
慶尙北道
經書
競選
京城
經世遺表
輕率하다
輕水爐
景勝地
輕視
競試大會
輕視하다
更新
更新
驚愕
驚愕하다
敬愛
敬愛하다
輕洋食
敬語
競演
經營
經營人
經營者
經營陣
經營하다
經營學
敬畏心
敬畏하다
境遇
慶運宮
耕耘機
涇渭
經緯
經由
輕油
經由하다
硬音
輕音樂
敬意
京義線
驚異
驚異롭다
京仁線
耕作
耕作되다
耕作物
耕作地
耕作하다
競爭
競爭力
競爭率
競爭心
競爭者
競爭的
競爭하다
警笛
經典
輕電鐵
經濟
經濟界
經濟觀
經濟權
經濟力
經濟面
經濟法
經濟生活
經濟性
經濟人
經濟的
經濟學
經濟學者
慶弔事
警鐘
競走
競走路
競走馬
傾注하다
競走하다
輕重
境地
更紙
耕地
硬直되다
更迭되다
警察
警察官
警察國
警察權
警察隊
警察力
警察署
警察車
警察廳
傾聽
傾聽하다
頸椎
慶祝
慶祝辭
慶祝日
慶祝하다
景致
黥치다
驚蟄
敬稱
輕快感
輕快하다
輕快히
驚歎
驚歎하다
鏡筒
經板
鏡浦臺
景品
景品券
競合
傾向
經驗
經驗談
經驗者
經驗的
經驗主義
經驗하다
警護
警護員
警護하다
硬化
硬化症
景況
慶會樓
慶熙宮
곁筍
契
季刊
季刊誌
溪谷
計巧
階級
階級章
階級主義
契機
計器
階段
階段式
契돈
鷄卵
鷄卵fry
鷄卵말이
鷄卵빵
鷄卵찜
鷄卵湯
鷄卵形
計略
計量
計量cup
計量spoon
計量器
計量하다
系列
系列社
鷄龍山
戒律
繼母
啓蒙
啓蒙的
啓蒙하다
啓發
啓發하다
系譜
繼父
鷄舍
計算
計算器
計算臺
計算되다
計算法
計算書
計算表
計算하다
繼續
繼續되다
繼續的
繫束하다
繼續하다
桂樹나무
繼承
繼承되다
繼承하다
啓示
契約
契約金
契約書
契約하다
戒嚴
戒嚴軍
戒嚴令
階이름
係長
季節
季節病
季節風
計定
階梯
計座
繼走
計策
計測
計測하다
階層
系統
桂皮
桂皮가루
計劃
計劃되다
計劃書
計劃性
計劃案
計劃的
計劃表
計劃하다
故
苦
高價
高價品
庫間
枯渴
枯渴되다
顧客
高見
高潔하다
孤高하다
考古學
考古學者
高空
高官
高官大爵
高校
高校生
高句麗
高句麗語
故國
孤軍奮鬪하다
古宮
高貴
高貴性
高貴하다
古今
高級
高級文化
高級술
高級스럽다
高級品
고기飯饌
高氣壓
고깃間
고깔帽子
苦難
苦惱
苦惱하다
古代
苦待하다
古都
孤島
高度
高度成長하다
高度化
孤獨
孤獨하다
孤獨히
鼓動
古銅빛
古銅色
高得點
高等
高等學校
高等學生
高冷地
高粱酒
考慮
高麗
考慮되다
高麗史
高麗人
高麗瓷器
高麗葬
高麗靑瓷
考慮하다
高齡
高嶺土
高齡化
稿料
固陋하다
高利貸金
高利貸金業
高利貸金業者
孤立
孤立되다
孤立하다
鼓膜
姑母
姑母님
姑母夫
姑母夫님
姑母할머니
古木
古木나무
鼓舞
고무belt
고무boat
고무hose
고무管
고무圖章
고무掌匣
고무銃
고무風船
拷問
古文書
拷問하다
古物
古物딱지
古物商
苦悶
苦悶거리
苦悶스럽다
苦悶하다
告發
告發者
告發精神
告發하다
苦杯
告白
告白的
告白하다
告別
告別人事
高峯
姑婦
姑婦間
古墳
告祀
故事
枯死
考査
考査場
苦辭하다
高山
高山病
高尙하다
苦生
苦生길
古生代
古生物學
苦生스럽다
苦生스레
苦生하다
古書
高聲
高性能
高聲放歌
告訴
高所得
告訴狀
告訴하다
高速
高速bus
高速化
高速化되다
高手
高水敷地
叩首하다
固守하다
高僧
告示
考試
考試院
告示하다
苦心
苦心하다
孤兒
孤兒院
古雅하다
苦樂
考案
考案되다
考案하다
高壓
高壓線
高額
高額券
膏藥
高揚
古語
苦役
高熱
高熱量
高溫
雇傭
雇用
雇傭人
雇用主
雇用하다
高原
高位
高位級
固有
固有文化
固有色
固有語
固有하다
苦肉之策
高音
故意
故意的
故人
鼓子
告者질
告者질쟁이
告者질하다
故障
高低
古跡
孤寂
鼓笛隊
古典
苦戰
古典的
古典主義
苦戰하다
固定
固定되다
固定欄
固定하다
高調
高調되다
高祖父母
古朝鮮
高祖할머니
高祖할아버지
姑從
姑從四寸
高周波
考證
告知
高地
庫지기
高地帶
告知書
告知하다
高脂血症
苦盡甘來
痼疾
痼疾病
固執
固執덩어리
固執부리다
固執不通
固執스럽다
固執스레
固執쟁이
固執통
固執하다
高次元的
考察
古參
古鐵
古鐵商
固體
苦楚
고추醬
苦衷
鼓吹
鼓吹하다
高層
苦痛
苦痛스럽다
苦鬪
高品位
古風
高下
高下間
告하다
苦學
高學年
苦學生
高喊
高喊질
高喊치다
告해바치다
苦行
苦行하다
故鄕
高血壓
固形
高畫質
睾丸
高興
古稀
哭
曲
穀類
曲馬團
曲面
曲名
曲目
穀物
穀物商
曲線
曲線美
曲線形
哭聲
哭소리
穀食
曲藝
曲藝團
曲藝飛行
曲藝師
曲玉
穀雨
曲折
曲調
曲盡하다
曲集
穀倉
曲解
坤
困境
坤卦
困窮하다
困難▽
困難▽하다
衮龍袍
棍棒
困辱
困辱스럽다
棍杖
坤殿
곤粥
昆蟲
昆蟲類
困하다
困惑스럽다
困히
骨格
骨多孔症
骨董品
骨董品商
골목大將
汨沒하다
骨盤
골房
골百番
골病
骨髓
骨子
骨材
骨折
骨折傷
骨組
골板紙
骨品制
곰湯
곰팡이類
곱셈標
公
功
空
空間
空間的
恐喝
恐喝빵
恐喝치다
共感
共感覺
共感帶
共感하다
公開
公開되다
公開的
公開하다
攻擊
攻擊機
攻擊隊
攻擊手
攻擊的
攻擊하다
恭敬
恭敬하다
公告
工高
公告文
公告하다
鞏固히
公共
公共建物
公共料金
公共事業
公共施設
公公然하다
公公然히
公共場所
公共財
公共秩序
空空七가방
公課金
公館
工巧롭다
公敎育
公敎育費
工具
空軍
公權力
供給
供給되다
供給量
供給源
供給者
供給하다
空器
空氣
空氣구멍
空器밥
公企業
空氣주머니
空氣銃
公金
公納金
公團
工團
恭待
恭待하다
功德
空돈
共同
共同墓地
共同生活
共同體
共同便所
功들다
功들이다
攻略
攻略하다
功勞
公論
恐龍
公立
共鳴
功名
公明選擧
功名心
公明正大하다
公明하다
公募
共謀者
公募展
公募하다
公務
工務局
公務員
公文
公文書
供物
貢物
攻防
攻防戰
公倍數
空白
共犯
共犯者
公法
空甁
公報室
空腹
工夫
工夫房
工夫벌레
工夫하다
共匪
公使
公私
工事
空士
公使館
工事費
工事場
工事판
工事하다
公算
共産
空山
共産軍
共産圈
共産黨
共産主義
共産主義者
工産品
共産化
共産化되다
共産化하다
空想
共生
公席
空席
公設
攻勢
公訴
恭遜하다
恭遜히
攻守
空輸
空手票
攻襲
空襲
空襲警報
攻襲하다
空襲하다
公示
公式
公式的
功臣
公信力
公約
公約數
公約하다
供養
供養米
供養하다
公言
工業
工業國
工業用
工業用水
工業化
工業化되다
公演
空然스레
公演場
公演하다
空然하다
公演會
空然히
公營
工藝
工藝家
工藝品
公用
共用
公用語
公園
工員
公園墓地
公園化
公有
共有
公有地
共有하다
公益
公人
公認
公認되다
公子
公爵
孔雀
工作
工作物
孔雀夫人
孔雀새
工作室
工場
工場長
工場主
共著
公的
功績
公轉
空前
空轉
公轉하다
空轉하다
公正
工程
公正性
公正하다
控除
共存
共存하다
公主
公州
公主病
公衆
空中
公衆道德
公衆沐浴湯
公衆電話
空中제비
公證人
公知
公職
公職者
空集合
空짜
空짜배기
公採
空冊
恐妻家
公薦
公薦하다
公廳
公聽會
空치다
功致辭
空致辭
供託金
供託하다
空터
共通
共通되다
共通分母
共通語
共通的
共通點
共販場
公平
公平하다
公平히
公布
恐怖
恐怖感
公布되다
恐怖物
恐怖心
恐怖症
公布하다
公表
空標
公表하다
工學
工學者
空港
空港bus
公害
空虛하다
貢獻
貢獻하다
共和國
共和國
共和制
空豁하다
恐慌
公會堂
空回轉
功勳
公休日
共히
串
科
課
果敢性
果敢하다
果敢히
過客
科擧
過去
過去形
過激하다
과녁板
過多
過多하다
過多히
果斷性
誇大
過大
誇大廣告
誇大妄想
誇大妄想症
過大評價되다
過大評價하다
果刀
過渡期
過度하다
過度히
過勞
過勞하다
科目
科目落第
寡默하다
過敏
過敏하다
過密
過半數
過保護
寡婦
過分하다
課稅
過小
過少
過消費
過消費하다
過小評價하다
過速
果樹나무
果樹園
誇示
誇示하다
過食
過食하다
過信하다
果實
過失
過言
課業
果然
過熱
過熱되다
過誤
課外
課外하다
過慾
過用
過猶不及
過飮
寡人
過剩
過剩保護
過剩保護하다
菓子
菓子店
科長
誇張
課長
誇張되다
誇張하다
過積
寡占
科程
課程
過程
課題
課題物
過中하다
過重하다
過重히
果汁
過讚
果菜類
過體重
過怠料
科하다
過하다
科學
科學界
科學館
科學性
科學室
科學者
科學的
科學化
科學化되다
過히
廓大되다
廓大하다
冠
官
棺
管
官家
灌漑
灌漑水
觀客
關鍵
官界
關係
關係되다
關係式
關係없다
關係없이
關係있다
關係者
關係하다
官公署
觀光
觀光bus
觀光hotel
觀光客
觀光團
觀光業
觀光地
觀光하다
官軍
官權
官妓
管內
觀念
官奴
寬大하다
寬大히
關東
觀燈놀이
觀覽
觀覽客
觀覽料
觀覽席
觀覽하다
關聯
關聯되다
關聯性
關聯者
關聯짓다
關聯하다
慣例
貫祿
官僚
官吏
管理
管理되다
管理費
管理所
管理室
管理員
管理人
管理者
管理職
管理하다
官立
觀望하다
官命
冠帽
灌木
關門
官民
官報
官服
關北
官婢
官舍
觀相
觀相家
觀象臺
觀賞樹
觀賞魚
觀賞用
慣性
關稅
觀世音菩薩
關稅廳
慣習
慣習法
慣習的
官食
關心
關心거리
關心事
官衙
管樂
管樂器
關與
關與하다
寬容
慣用句
慣用語
官用車
寬容하다
官員
觀音
觀音菩薩
觀音像
貫子놀이
灌腸
管掌
館長
官邸
關節
關節炎
觀點
官制
管制
關帝廟
管制塔
觀衆
觀衆席
官職
觀察
觀察되다
觀察力
觀察府
觀察使
觀察者
觀察하다
貫徹
貫徹되다
官廳
觀測
觀測臺
觀測되다
觀測所
觀測者
觀測하다
貫通
貫通하다
管鮑之交
關하다
管轄
管轄하다
慣行
官憲
管絃樂
管絃樂團
冠形詞
冠形詞形
冠形語
冠婚喪祭
刮目하다
恝視
恝視하다
括約筋
括弧
光
狂犬病
光景
廣告
廣告欄
廣告料
廣告文
廣告費
廣告主
廣告紙
廣告塔
廣告板
廣告하다
鑛工業
鑛區
狂氣
光나다
狂女
光年
光大하다
狂亂
廣漠하다
鑛脈
光明
廣木
鑛物
鑛物性
鑛物質
廣範圍하다
廣範히
光復
光復軍
光復되다
光復節
光復하다
鑛夫
狂奔하다
鑛山
鑛産業
鑛山村
鑛石
光線
光纖維
廣城堡
光速
狂信
狂信徒
狂信者
曠野
光陽
廣魚
廣魚膾
鑛業
廣域
廣域市
光熱費
光源
廣義
狂人
廣場
光州
光彩
光澤
狂暴
狂暴하다
狂風
光學
廣寒樓
光合成
廣惠院
光化門
廣闊하다
卦
掛圖
掛鐘
掛鐘時計
怪奇스럽다
괴나리褓짐
傀儡
傀儡軍
怪物
怪癖
怪變
怪常罔測하다
乖常하다
怪常하다
怪石
怪聲
怪獸
魁首
怪異쩍다
怪異하다
怪異히
怪疾
怪짜
乖愎▽하다
怪漢
壞血病
轟音
宏壯하다
宏壯히
敎
校歌
橋脚
交感
校監
敎科
敎科目
敎科書
敎官
敎區
轎軍
敎權
校內
敎壇
交代
敎大
交代하다
敎導
敎徒
矯導官
矯導所
橋頭堡
攪亂
攪亂하다
橋梁
敎鍊
交流
交流하다
敎理
驕慢
驕慢하다
校名
喬木
校牧
巧妙하다
敎務
敎務室
校門
交尾
交尾하다
僑民
交配
交配하다
校報
校服
敎本
交付
交付金
交分
敎師
校舍
絞殺
敎生
敎書
交涉
交涉하다
敎勢
敎授
敎授要目
敎授用
敎授陣
絞首刑
敎習
校時
交信
交信하다
敎室
敎養
敎養人
交易
交易하다
校閱
校外
郊外
交友
膠友
敎員
敎育
敎育家
敎育監
敎育界
敎育法
敎育部
敎育費
敎育稅
敎育熱
敎育者
敎育場
敎育長
敎育的
敎育廳
敎育하다
敎育學
敎育學者
敎育會
敎義
敎人
交子床
校長
校長室
敎材
敎材園
交戰
交接
校庭
校正
矯正
校正하다
矯正하다
交際
交際費
交際하다
敎主
校誌
敎職
敎職員
交集合
交叉
交叉되다
交叉路
交叉하다
膠着
交替
交替期
交替되다
交替하다
校則
敎卓
交泰殿
交通
交通警察
交通難
交通量
交通路
交通痲痹
交通網
交通費
交通事故
交通手段
交通巡警
交通安全
交通整理
交通秩序
交通便
敎派
敎鞭
僑胞
校標
校風
交響曲
交響樂
交響樂團
敎化
敎化하다
交換
交歡
交換되다
交換하다
狡猾性
狡猾하다
敎皇
敎皇廳
敎會
敎會堂
敎訓
校訓
敎訓歌
九
具
區
球
區間
龜鑑
口腔
口蓋音
口蓋音化
求乞
求乞하다
九孔炭
舊官
九官鳥
舊敎
九九
九九段
句句節節하다
九九表
救國
拘禁
救急
救急箱子
救急藥
救急藥品
救急車
球技
枸杞子
構內
口內炎
舊닥다리
球團
舊大陸
構圖
求道
求道者
購讀
購讀料
購讀者
句讀點
購讀하다
驅動하다
口頭
구두藥
구둣房
구들張
龜裂
口令
拘留
구름板
丘陵
丘陵地
구리版
購買
購買者
購買하다
舊面
救命
究明
救命←chokki
救命boat
救命帶
救命艇
構文
口味
歐美
九尾狐
區民
驅迫
驅迫하다
區別
區別되다
區別하다
驅步
區分
區分되다
區分하다
具備
具備되다
具備하다
九死一生
